Msrmt Number,0.2 Alpha Legend,0.5 Alpha Legend,0.2 Alpha Bkgrnd,0.5 Alpha Bkgrnd,Date/Time,Latitude,Longitude,Position Accuracy (m),Barcode,Standard Comments,User Comment
1245, 79.8, 58.4, 83.7, 72.7, 11/02/2017 18:19:00, 43.350080N, 79.756992W, 11, B02543,, 
1246, 67.4, 46.9,  109, 87.7, 11/02/2017 18:21:29, 43.350212N, 79.756502W, 11, B02545,, 
1247, 73.6, 54.2, 93.8, 79.5, 11/02/2017 18:21:38, 43.350177N, 79.756548W, 11, B02544,, 
1248, 67.6, 47.0, 88.6, 77.6, 11/02/2017 18:23:31, 43.350460N, 79.756263W, 11, B02546,, 
1249, 61.2, 47.9,  101, 87.4, 11/02/2017 18:23:41, 43.350492N, 79.756218W, 11, B02547,, 
1250,  0.0, -0.5, 81.9, 69.9, 11/02/2017 18:25:50, 43.350787N, 79.755905W, 11, B02548,, 
1251,  0.8,  1.1, 89.9, 79.5, 11/02/2017 18:25:59, 43.350790N, 79.755873W, 11, B02549,, 
1252,  0.0, -0.5,  103, 90.8, 11/02/2017 18:27:38, 43.351112N, 79.755570W, 11, B02550,, 
1253,  0.0, -0.5,  101, 88.2, 11/02/2017 18:27:47, 43.351123N, 79.755547W, 11, B02551,, 
1254,  0.0, -0.5, 99.5, 85.6, 11/02/2017 18:29:40, 43.351492N, 79.755285W, 11, B02552,, 
1255,  0.0, -0.5, 96.4, 83.4, 11/02/2017 18:29:50, 43.351487N, 79.755292W, 11, B02553,, 
1256,  0.0, -0.5, 89.4, 78.2, 11/02/2017 18:31:19, 43.351637N, 79.755288W, 11, B02554,, 
1257,  0.0, -0.5, 84.0, 73.4, 11/02/2017 18:31:31, 43.351673N, 79.755257W, 11, B02555,, 
1258,  0.0, -0.5, 85.5, 75.0, 11/02/2017 18:33:22, 43.352163N, 79.755480W, 11, B02556,, 
1259,  0.0, -0.5, 91.0, 79.7, 11/02/2017 18:33:31, 43.352162N, 79.755482W, 11, B02557,, 
1260,  0.0,  0.0, 74.2, 70.4, 11/02/2017 18:35:17, 43.352210N, 79.755540W, 11, B02558,, 
1261,  0.0, -0.5,  488,  354, 11/02/2017 18:41:29, 43.358082N, 79.747430W, 11, B02559,, 
1262,  505,  328,  0.0,  0.0, 11/02/2017 18:49:07, 43.365002N, 79.755422W, 11, B02560,, 
1263,  0.0,  0.0,  573,  322, 11/02/2017 18:49:16, 43.364993N, 79.755427W, 11, B02561,, 
1264, 95.6, 81.3,  0.0, -0.5, 11/02/2017 19:06:09, 43.369705N, 79.766273W, 11, B02562,, 
1265,  0.0, -1.1,  102, 89.0, 11/02/2017 19:06:19, 43.369710N, 79.766277W, 11, B02563,, 
1266,  558,  327,  152, 88.7, 11/02/2017 19:07:42, 43.369713N, 79.765645W, 11, B02565,, 
1267,  470,  347,  157, 84.3, 11/02/2017 19:10:20, 43.369233N, 79.764822W, 11, B02566,, 
1268,  0.0, -0.5, 95.3, 81.1, 11/02/2017 19:12:17, 43.368707N, 79.764472W, 11, B02567,, 
1269,  0.0, -0.5, 87.1, 75.9, 11/02/2017 19:13:32, 43.368513N, 79.764073W, 11, B02568,, 
1270,  0.0, -0.5, 83.2, 72.2, 11/02/2017 19:14:48, 43.368960N, 79.763595W, 11, B02569,, 
1271,  0.0, -0.5, 88.6, 74.9, 11/02/2017 19:14:55, 43.368963N, 79.763598W, 11, B02570,, 
1272,  147, 82.4, , , 11/02/2017 19:16:37, 43.369143N, 79.763318W, 11, B02571,, 
1273,  173, 96.6,  498,  244, 11/02/2017 19:18:54, 43.370182N, 79.762573W, 11, B02572,, 
1274,  178, 91.4,  553,  369, 11/02/2017 19:19:00, 43.370177N, 79.762582W, 11, B02573,, 
1275,  758,  338,  149,  101, 11/02/2017 19:19:07, 43.370163N, 79.762597W, 11, B02574,, 
1276,  144, 87.1,  448,  328, 11/02/2017 19:20:55, 43.370177N, 79.762793W, 11, B02575,, 
1277,  120, 82.4,  570,  334, 11/02/2017 19:21:02, 43.370177N, 79.762793W, 11, B02576,, 
1278,  531,  332,  114, 84.5, 11/02/2017 19:21:10, 43.370177N, 79.762795W, 11, B02577,, 
1279,  125, 82.9,  478,  339, 11/02/2017 19:22:46, 43.370238N, 79.762727W, 11, B02578,, 
1280,  154, 82.1,  489,  339, 11/02/2017 19:22:53, 43.370230N, 79.762727W, 11, B02579,, 
1281,  465,  323,  118, 79.0, 11/02/2017 19:23:00, 43.370235N, 79.762732W, 11, B02580,, 
1282,  158, 82.7,  456,  269, 11/02/2017 19:26:06, 43.370692N, 79.763523W, 11, B02581,, 
1283,  530,  343,  156, 88.0, 11/02/2017 19:27:23, 43.370900N, 79.763550W, 11, B02582,, 
1284,  0.0, -0.5, 59.9, 27.5, 11/02/2017 19:27:38, 43.370890N, 79.763572W, 11, B02583,, 
1285,  527,  313,  137, 76.1, 11/02/2017 19:29:40, 43.370942N, 79.763907W, 11, B02584,, 
1286, 83.7, 34.8,  1.6,  1.1, 11/04/2017 14:53:21, 43.454818N, 79.680052W, 11, R04842,, 
1287, 78.9, 36.2,  0.8,  1.1, 11/04/2017 14:53:37, 43.454822N, 79.680065W, 11, R04843,, 
1288,  0.8,  1.1,  559,  289, 11/04/2017 14:55:08, 43.455055N, 79.680025W, 11, R04844,, 
1289,  0.8,  1.1,  585,  264, 11/04/2017 14:55:14, 43.455063N, 79.680030W, 11, R04845,, 
1290,  131,  100,  0.8,  0.5, 11/04/2017 14:58:52, 43.455108N, 79.680145W, 11, R04846,, 
1291,  0.8,  1.1,  0.8,  1.1, 11/04/2017 14:59:02, 43.455110N, 79.680145W, 11, R04847,, 
1292,  4.0,  2.7,  440,  281, 11/04/2017 15:00:29, 43.455083N, 79.680363W, 11, R04850,, 
1293,  4.0,  2.7,  451,  286, 11/04/2017 15:00:36, 43.455083N, 79.680363W, 11, R04851,, 
1294,  614,  300,  1.6,  1.1, 11/04/2017 15:02:40, 43.455625N, 79.680642W, 11, R04852,, 
1295,  474,  312,  1.6,  1.1, 11/04/2017 15:02:54, 43.455610N, 79.680630W, 11, R04853,, 
1296,  1.6,  1.1,  554,  318, 11/04/2017 15:03:04, 43.455620N, 79.680655W, 11, R04854,, 
1297,  1.6,  1.1,  152,  119, 11/04/2017 15:07:04, 43.454922N, 79.680537W, 11, R04855,, 
1298, 86.0, 29.1,  1.6,  1.6, 11/04/2017 15:07:33, 43.454920N, 79.680535W, 11, R04856,, 
1299,  1.6,  1.1,  1.6,  1.6, 11/04/2017 15:07:42, 43.454920N, 79.680537W, 11, R04857,, 
1300,  2.4,  1.1,  438,  248, 11/04/2017 15:09:40, 43.454778N, 79.680510W, 11, R04858,, 
1301,  1.6,  1.1,  372,  223, 11/04/2017 15:09:47, 43.454778N, 79.680510W, 11, R04859,, 
1302,  2.4,  2.2,  338,  268, 11/04/2017 15:11:40, 43.454695N, 79.680833W, 11, R04860,, 
1303,  1.6,  1.6,  398,  294, 11/04/2017 15:11:48, 43.454693N, 79.680833W, 11, R04861,, 
1304,  2.4,  1.6,  444,  212, 11/04/2017 15:13:19, 43.454747N, 79.680492W, 11, R04862,, 
1305,  163,  119,  1.6,  1.1, 11/04/2017 15:14:28, 43.454722N, 79.680378W, 11, R04863,, 
1306,  6.4,  3.8,  485,  258, 11/04/2017 15:15:51, 43.454672N, 79.680205W, 11, R04864,, 
1307,  2.4,  2.1,  528,  300, 11/04/2017 15:16:00, 43.454675N, 79.680210W, 11, R04865,, 
1308,  1.6,  1.6,  141,  109, 11/04/2017 15:18:53, 43.455495N, 79.680322W, 11, R04866,, 
1309,  2.4,  1.6,  527,  254, 11/04/2017 15:22:36, 43.457285N, 79.681067W, 11, R04867,, 
1310,  2.4,  1.6,  553,  240, 11/04/2017 15:22:42, 43.457283N, 79.681063W, 11, R04868,, 
1311,  2.4,  1.6,  367,  218, 11/04/2017 15:23:39, 43.457328N, 79.680925W, 11, R04869,, 
1312,  1.6,  1.6,  450,  335, 11/04/2017 15:23:47, 43.457328N, 79.680923W, 11, R04870,, 
1313,  2.4,  1.6,  563,  250, 11/04/2017 15:27:09, 43.457358N, 79.681423W, 11, R04871,, 
1314,  3.2,  2.1,  567,  277, 11/04/2017 15:27:16, 43.457363N, 79.681428W, 11, R04872,, 
1315,  619,  277,  2.4,  1.6, 11/04/2017 15:28:40, 43.457778N, 79.681580W, 11, R04873,, 
1316,  518,  315,  2.4,  2.1, 11/04/2017 15:29:32, 43.457987N, 79.681728W, 11, R04874,, 
1317,  1.6,  1.6,  378,  267, 11/04/2017 15:30:32, 43.458018N, 79.681743W, 11, R04875,, 
1318,  1.6,  1.6,  382,  250, 11/04/2017 15:30:40, 43.458015N, 79.681735W, 11, R04876,, 
1319,  1.6,  1.6,  414,  261, 11/04/2017 15:30:52, 43.458008N, 79.681750W, 11, R04877,, 
1320,  2.4,  2.2,  375,  276, 11/04/2017 15:32:44, 43.457752N, 79.681812W, 11, R04878,, 
1321,  2.4,  2.2,  427,  264, 11/04/2017 15:32:50, 43.457753N, 79.681815W, 11, R04879,, 
1322,  2.4,  1.6,  437,  230, 11/04/2017 15:33:45, 43.457752N, 79.681853W, 11, R04880,, 
1323,  2.4,  1.6,  396,  237, 11/04/2017 15:33:52, 43.457740N, 79.681873W, 11, R04881,, 
1324,  2.4,  1.6,  543,  358, 11/04/2017 15:34:44, 43.457747N, 79.681860W, 11, R04882,, 
1325,  496,  360,  169, 92.8, 11/04/2017 15:35:36, 43.457702N, 79.681797W, 11, R04883,, 
1326,  2.4,  1.6,  433,  281, 11/04/2017 15:38:22, 43.457148N, 79.681655W, 11, R04884,, 
1327,  2.4,  1.6,  506,  282, 11/04/2017 15:38:30, 43.457148N, 79.681655W, 11, R04885,, 
1328,  3.2,  2.7,  518,  234, 11/04/2017 15:40:08, 43.457067N, 79.681298W, 11, R04886,, 
1329,  3.2,  2.2,  517,  284, 11/04/2017 15:40:15, 43.457067N, 79.681298W, 11, R04887,, 
1330,  2.4,  2.2,  449,  295, 11/04/2017 15:45:08, 43.458507N, 79.681727W, 11, R04888,, 
1331,  2.4,  2.1,  578,  300, 11/04/2017 15:45:22, 43.458483N, 79.681718W, 11, R04889,, 
1332, 80.5, 39.4, 18.3,  8.6, 11/04/2017 15:47:42, 43.458762N, 79.681918W, 11, R04890,, 
1333, , , , , 11/04/2017 15:48:49, 43.458968N, 79.681978W, 11, R04891,, 
1334,  1.6,  1.6, 18.3, 12.9, 11/04/2017 15:50:43, 43.459593N, 79.682388W, 11, R04892,, 
1335,  144, 95.5,  528,  330, 11/04/2017 15:51:49, 43.459708N, 79.682357W, 11, R04893,, 
1336,  2.4,  1.6,  620,  378, 11/04/2017 15:53:42, 43.459712N, 79.682355W, 11, R04894,, 
1337,  2.4,  1.6,  132,  131, 11/04/2017 15:53:54, 43.459723N, 79.682352W, 11, R04895,, 
1338,  151, 94.5,  734,  434, 11/04/2017 15:54:10, 43.459792N, 79.682397W, 11, R04896,, 
1339,  2.4,  1.6,  162,  147, 11/04/2017 15:54:16, 43.459793N, 79.682398W, 11, R04897,, 
1340,  2.4,  1.6,  410,  266, 11/04/2017 15:56:04, 43.459868N, 79.682505W, 11, R04898,, 
1341, 76.5, 35.1,  7.9,  4.8, 11/04/2017 15:59:07, 43.460168N, 79.682940W, 11, R04899,, 
1342,  1.6,  1.6,  577,  356, 11/04/2017 15:59:28, 43.460173N, 79.682913W, 11, R04900,, 
1343,  1.6,  1.6,  579,  365, 11/04/2017 15:59:37, 43.460147N, 79.682930W, 11, R04901,, 
1344,  1.6,  1.6,  542,  294, 11/04/2017 16:01:51, 43.459913N, 79.682737W, 11, R04902,, 
1345,  1.6,  1.6,  487,  327, 11/04/2017 16:01:58, 43.459908N, 79.682728W, 11, R04903,, 
1346,  1.6,  1.6,  439,  352, 11/04/2017 16:02:05, 43.459902N, 79.682725W, 11, R04904,, 
1347,  1.6,  1.6,  519,  327, 11/04/2017 16:02:10, 43.459902N, 79.682722W, 11, ,, 
1348,  2.4,  1.6,  541,  340, 11/04/2017 16:05:10, 43.459275N, 79.682352W, 11, R04906,, 
1349,  2.4,  1.6,  558,  355, 11/04/2017 16:05:18, 43.459275N, 79.682352W, 11, R04907,, 
1350,  2.4,  1.6,  590,  357, 11/04/2017 16:05:29, 43.459277N, 79.682352W, 11, R04908,, 
1351,  1.6,  1.6,  533,  347, 11/04/2017 16:08:35, 43.462212N, 79.684267W, 11, R04910,, 
1352,  2.4,  1.6,  278,  218, 11/04/2017 16:09:22, 43.462407N, 79.684213W, 11, R04911,, 
1353,  2.4,  2.2,  349,  235, 11/04/2017 16:11:22, 43.462415N, 79.684147W, 11, R04912,, 
1354,  1.6,  1.6,  145,  139, 11/04/2017 16:11:32, 43.462402N, 79.684170W, 11, R04913,, 
1355,  1.6,  2.2,  132,  134, 11/04/2017 16:11:39, 43.462418N, 79.684165W, 11, R04914,, 
1356,  161,  102,  817,  465, 11/04/2017 16:11:53, 43.462433N, 79.684153W, 11, R04915,, 
1357, 79.2, 39.7, 11.1,  6.4, 11/04/2017 16:14:40, 43.462483N, 79.684443W, 11, R04916,, 
1358,  1.6,  2.2,  542,  337, 11/04/2017 16:15:01, 43.462490N, 79.684437W, 11, R04917,, 
1359,  1.6,  2.2,  542,  336, 11/04/2017 16:15:10, 43.462480N, 79.684438W, 11, R04918,, 
1360,  763,  462,  2.4,  1.6, 11/04/2017 16:17:34, 43.462728N, 79.684382W, 11, R04919,, 
1361,  738,  440,  2.4,  1.6, 11/04/2017 16:18:56, 43.462858N, 79.684307W, 11, R04920,, 
1362,  795,  491,  181,  118, 11/04/2017 16:19:18, 43.462887N, 79.684308W, 11, R04921,, 
1363,  3.2,  2.2,  375,  244, 11/04/2017 16:20:02, 43.462933N, 79.684453W, 11, R04922,, 
1364,  2.4,  1.6,  3.9,  2.7, 11/04/2017 16:21:49, 43.462797N, 79.684495W, 11, R04923,, 
1365,  2.4,  1.6,  558,  344, 11/04/2017 16:23:34, 43.462730N, 79.684678W, 11, R04924,, 
1366,  2.4,  1.6,  552,  339, 11/04/2017 16:23:41, 43.462723N, 79.684668W, 11, R04925,, 
1367,  2.4,  1.6,  107, 86.7, 11/04/2017 16:26:12, 43.463383N, 79.685298W, 11, R04926,, 
1368,  2.4,  2.2,  585,  287, 11/04/2017 16:28:38, 43.463710N, 79.685738W, 11, R04927,, 
1369,  3.2,  2.2,  405,  195, 11/04/2017 16:30:40, 43.464333N, 79.686838W, 11, R04928,, 
1370, 30.3, 15.7, 31.9, 16.7, 11/04/2017 16:32:21, 43.464398N, 79.686863W, 11, R04929,, 
1371,  2.4,  1.6,  589,  371, 11/04/2017 16:33:19, 43.464442N, 79.686875W, 11, R04930,, 
1372,  2.4,  2.2,  626,  383, 11/04/2017 16:33:25, 43.464442N, 79.686875W, 11, R04931,, 
1373,  3.2,  2.2,  340,  278, 11/04/2017 16:35:03, 43.464625N, 79.686705W, 11, R04932,, 
1374,  3.2,  2.2,  391,  267, 11/04/2017 16:35:09, 43.464625N, 79.686705W, 11, R04933,, 
1375,  2.4,  2.2,  564,  360, 11/04/2017 16:38:34, 43.464523N, 79.687238W, 11, R04934,, 
1376,  1.6,  2.2,  573,  367, 11/04/2017 16:38:48, 43.464523N, 79.687262W, 11, R04935,, 
1377,  2.4,  2.2,  115, 96.3, 11/04/2017 16:40:37, 43.464368N, 79.687410W, 11, R04936,, 
1378,  2.4,  2.2,  602,  387, 11/04/2017 16:42:29, 43.464213N, 79.687258W, 11, ,, 
1379,  3.2,  2.2,  625,  388, 11/04/2017 16:42:37, 43.464213N, 79.687258W, 11, R04938,, 
1380,  1.6,  1.6,  684,  416, 11/04/2017 16:43:32, 43.464140N, 79.687222W, 11, R04939,, 
1381,  1.6,  1.6,  527,  325, 11/04/2017 16:46:03, 43.464232N, 79.686908W, 11, R04940,, 
1382,  2.4,  1.6,  534,  333, 11/04/2017 16:46:10, 43.464235N, 79.686903W, 11, R04941,, 
1383, 22.3, 10.8,  420,  192, 11/04/2017 17:22:26, 43.512402N, 79.752182W, 11, R04942,, 
1384,  2.4,  1.6, 88.4, 40.5, 11/04/2017 17:23:28, 43.512527N, 79.752333W, 11, R04943,, 
1385, 45.9, 25.8,  5.5,  3.2, 11/04/2017 17:25:07, 43.513125N, 79.752843W, 11, R04944,, 
1386, 73.3, 35.1,  1.6,  1.1, 11/04/2017 17:28:08, 43.515470N, 79.754385W, 11, R04945,, 
1387,  2.4,  1.6,  122,  102, 11/04/2017 17:30:10, 43.515450N, 79.754885W, 11, R04946,, 
1388,  1.6,  1.1,  199,  103, 11/04/2017 17:30:28, 43.515450N, 79.754885W, 11, R04947,, 
1389,  1.6,  1.1,  303,  143, 11/04/2017 17:30:39, 43.515445N, 79.754883W, 11, R04948,, 
1390,  2.4,  1.6,  158, 54.4, 11/04/2017 17:32:03, 43.515883N, 79.755262W, 11, R04949,, 
1391,  2.4,  1.6,  156, 53.3, 11/04/2017 17:32:09, 43.515883N, 79.755262W, 11, R04950,, 
1392,  1.6,  1.1,  108, 88.3, 11/04/2017 17:35:28, 43.514827N, 79.754635W, 11, R04951,, 
1393,  1.6,  1.1, 86.6, 36.6, 11/04/2017 17:37:10, 43.515078N, 79.754635W, 11, R04952,, 
1394,  1.6,  1.6, 50.4, 26.7, 11/04/2017 17:37:17, 43.515048N, 79.754610W, 11, R04953,, 
1395,  2.4,  1.6,  166, 68.4, 11/04/2017 17:38:47, 43.514602N, 79.754308W, 11, R04954,, 
1396,  2.4,  1.6,  163, 67.8, 11/04/2017 17:38:53, 43.514600N, 79.754308W, 11, R04955,, 
1397,  3.2,  2.7,  1.6,  1.6, 11/04/2017 17:42:14, 43.516018N, 79.755253W, 11, R04956,, 
1398,  2.4,  1.6, 71.5, 32.3, 11/04/2017 17:43:54, 43.516543N, 79.755713W, 11, R04957,, 
1399,  2.4,  2.2,  337,  211, 11/04/2017 17:44:13, 43.516538N, 79.755705W, 11, R04958,, 
1400, 92.1, 48.4,  423,  242, 11/04/2017 17:44:31, 43.516552N, 79.755697W, 11, R04959,, 
1401, 21.4, 18.2,  133,  103, 11/04/2017 17:45:51, 43.516547N, 79.755698W, 11, R04961,, 
1402,  3.2,  2.7,  139,  108, 11/04/2017 17:46:07, 43.516547N, 79.755698W, 11, R04960,, 
1403,  6.4,  4.3, 41.3, 19.9, 11/04/2017 17:48:15, 43.517070N, 79.756157W, 11, R04962,, 
1404,  1.6,  1.6, 23.9, 12.4, 11/04/2017 17:48:23, 43.517057N, 79.756123W, 11, R04963,, 
1405,  2.4,  1.6,  204,  101, 11/04/2017 17:49:55, 43.519272N, 79.758995W, 11, R04964,, 
1406,  2.4,  1.6,  504,  291, 11/04/2017 17:51:14, 43.520073N, 79.760115W, 11, R04965,, 
1407, 22.2, 12.4, 48.4, 26.4, 11/04/2017 17:52:52, 43.521878N, 79.762622W, 11, R04966,, 
1408,  2.4,  1.6,  335,  239, 11/04/2017 17:55:11, 43.531520N, 79.775502W, 11, R04967,, 
1409,  2.4,  1.6,  162,  120, 11/04/2017 17:56:27, 43.531972N, 79.776182W, 11, R04968,, 
1410,  1.6,  1.6, 80.5, 35.9, 11/04/2017 17:58:04, 43.533578N, 79.778353W, 11, R04969,, 
1411,  2.4,  1.6,  528,  256, 11/04/2017 17:59:32, 43.534397N, 79.779473W, 11, R04970,, 
1412, , , , , 11/04/2017 18:00:40, 43.534733N, 79.779905W, 11, R04972,, 
1413, 61.3, 28.1,  2.4,  1.6, 11/04/2017 18:02:33, 43.535492N, 79.780787W, 11, R04973,, 
1414,  126, 89.4,  184,  126, 11/04/2017 18:02:42, 43.535487N, 79.780783W, 11, R04974,, 
1415, 15.8,  7.5,  182, 77.6, 11/04/2017 18:04:12, 43.535538N, 79.780782W, 11, R04975,, 
1416,  2.4,  1.6,  475,  248, 11/04/2017 18:05:16, 43.535657N, 79.780950W, 11, R04976,, 
1417,  1.6,  1.6,  461,  245, 11/04/2017 18:05:21, 43.535658N, 79.780938W, 11, R04977,, 
1418,  2.4,  1.6,  7.2,  4.3, 11/04/2017 18:06:23, 43.535805N, 79.781163W, 11, R04978,, 
1419, 32.4, 18.2, 31.6, 17.1, 11/04/2017 18:06:32, 43.535805N, 79.781163W, 11, R04979,, 
1420,  2.4,  2.2,  308,  206, 11/04/2017 18:07:58, 43.535702N, 79.781303W, 11, R04980,, 
1421,  3.2,  2.2,  388,  212, 11/04/2017 18:08:05, 43.535698N, 79.781302W, 11, R04981,, 
1422,  1.6,  1.6,  540,  223, 11/04/2017 18:09:28, 43.535855N, 79.781530W, 11, ,, 
1423,  1.6,  1.6,  378,  243, 11/04/2017 18:09:34, 43.535855N, 79.781530W, 11, R04983,, 
1424,  135, 55.2,  207, 83.9, 11/04/2017 18:11:26, 43.535458N, 79.781375W, 11, R04984,, 
1425,  2.4,  1.6,  176, 74.6, 11/04/2017 18:12:25, 43.535412N, 79.781317W, 11, R04985,, 
1426,  2.4,  1.6,  179, 76.7, 11/04/2017 18:12:32, 43.535407N, 79.781328W, 11, ,, 
1427,  2.4,  1.6, 93.7, 37.7, 11/04/2017 18:14:36, 43.535417N, 79.780958W, 11, R04987,, 
1428,  2.4,  1.6, 89.8, 36.1, 11/04/2017 18:14:42, 43.535417N, 79.780958W, 11, R04988,, 
1429,  2.4,  1.6,  401,  232, 11/04/2017 18:15:43, 43.535238N, 79.780737W, 11, R04989,, 
1430,  2.4,  1.6,  505,  352, 11/04/2017 18:15:50, 43.535243N, 79.780732W, 11, R04990,, 
1431,  2.4,  1.6, 78.2, 36.9, 11/04/2017 18:18:33, 43.536155N, 79.781732W, 11, R04991,, 
1432,  2.4,  2.1,  664,  324, 11/04/2017 18:21:18, 43.540750N, 79.788143W, 11, R04992,, 
1433,  2.4,  1.6,  503,  308, 11/04/2017 18:23:00, 43.541783N, 79.789693W, 11, R04993,, 
1434,  2.4,  1.6,  465,  328, 11/04/2017 18:24:47, 43.542987N, 79.791190W, 11, R04994,, 
1435,  2.4,  1.6,  128,  103, 11/04/2017 18:26:41, 43.548482N, 79.798612W, 11, R04995,, 
1436,  2.4,  1.6,  241, 93.1, 11/04/2017 18:29:10, 43.552482N, 79.804078W, 11, R04996,, 
1437, 18.3,  8.1, 76.0, 34.9, 11/04/2017 18:30:41, 43.553058N, 79.804848W, 11, R04997,, 
1438,  1.6,  1.6,  114, 92.6, 11/04/2017 18:31:57, 43.553533N, 79.805528W, 11, R04998,, 
1439,  1.6,  1.6,  2.4,  2.2, 11/04/2017 18:34:03, 43.555232N, 79.807800W, 11, R04999,, 
1440,  1.6,  1.6,  2.4,  2.2, 11/04/2017 18:34:48, 43.555303N, 79.807868W, 11, R05000,, 
1441,  1.6,  1.6,  416,  207, 11/04/2017 18:35:58, 43.555392N, 79.807938W, 11, R05001,, 
1442,  2.4,  1.6,  342,  229, 11/04/2017 18:36:03, 43.555393N, 79.807940W, 11, R05002,, 
1443,  1.6,  1.6,  454,  272, 11/04/2017 18:37:08, 43.555542N, 79.807738W, 11, R05003,, 
1444,  1.6,  1.6,  414,  288, 11/04/2017 18:37:14, 43.555537N, 79.807732W, 11, R05004,, 
1445,  1.6,  1.6,  2.4,  2.2, 11/04/2017 18:38:17, 43.555498N, 79.808042W, 11, ,, 
1446,  1.6,  1.6,  2.4,  2.2, 11/04/2017 18:38:57, 43.555468N, 79.808102W, 11, R05006,, 
1447,  2.4,  1.6,  351,  231, 11/04/2017 18:40:10, 43.555398N, 79.808288W, 11, R05007,, 
1448,  2.4,  2.2,  400,  190, 11/04/2017 18:40:18, 43.555398N, 79.808288W, 11, R05008,, 
1449,  1.6,  1.6,  477,  226, 11/04/2017 18:41:27, 43.555687N, 79.808455W, 11, R05009,, 
1450,  3.2,  2.2,  277,  182, 11/04/2017 18:42:32, 43.555847N, 79.808865W, 11, R05010,, 
1451,  2.4,  1.6,  350,  172, 11/04/2017 18:42:39, 43.555847N, 79.808865W, 11, R05011,, 
1452,  1.6,  1.6,  400,  218, 11/04/2017 18:44:23, 43.555272N, 79.808423W, 11, R05012,, 
1453,  2.4,  1.6,  2.4,  2.2, 11/04/2017 18:45:10, 43.555260N, 79.808385W, 11, R05013,, 
1454,  1.6,  1.6,  2.4,  2.2, 11/04/2017 18:46:07, 43.555177N, 79.808295W, 11, R05014,, 
1455,  1.6,  1.6,  154, 53.3, 11/04/2017 18:47:17, 43.555050N, 79.808317W, 11, R05015,, 
1456,  1.6,  1.6,  155, 53.8, 11/04/2017 18:47:30, 43.555050N, 79.808317W, 11, R05016,, 
1457,  1.6,  1.6,  459,  226, 11/04/2017 18:48:59, 43.554808N, 79.808553W, 11, R05017,, 
1458,  1.6,  1.6,  427,  230, 11/04/2017 18:49:07, 43.554808N, 79.808555W, 11, R05018,, 
1459,  2.4,  1.6,  100, 40.4, 11/04/2017 18:50:47, 43.555080N, 79.807893W, 11, R05019,, 
1460,  1.6,  1.6,  122, 49.4, 11/04/2017 18:50:54, 43.555082N, 79.807883W, 11, R05020,, 
1461,  1.6,  1.6,  333,  247, 11/04/2017 18:52:22, 43.554643N, 79.807348W, 11, R05021,, 
1462,  2.4,  1.6,  397,  233, 11/04/2017 18:52:28, 43.554645N, 79.807345W, 11, R05022,, 
1463,  2.4,  1.6,  134, 93.7, 11/04/2017 18:57:13, 43.560818N, 79.815160W, 11, R05023,, 
1464,  2.4,  1.6,  293,  171, 11/04/2017 18:59:09, 43.560812N, 79.815333W, 11, R05024,, 
1465,  2.4,  1.6,  257,  174, 11/04/2017 18:59:17, 43.560815N, 79.815338W, 11, R05025,, 
1466,  2.4,  1.6,  296,  174, 11/04/2017 19:01:00, 43.560528N, 79.815028W, 11, R05026,, 
1467,  2.4,  1.6,  292,  163, 11/04/2017 19:01:07, 43.560528N, 79.815028W, 11, R05027,, 
1468,  2.4,  1.6,  281,  174, 11/04/2017 19:01:17, 43.560528N, 79.815028W, 11, R05028,, 
1469,  2.4,  1.6,  408,  234, 11/04/2017 19:02:52, 43.559968N, 79.814423W, 11, R05029,, 
1470,  2.4,  1.6,  295,  219, 11/04/2017 19:02:59, 43.559970N, 79.814420W, 11, R05030,, 
1471,  2.4,  1.6,  449,  200, 11/04/2017 19:05:52, 43.561483N, 79.815978W, 11, R05031,, 
1472,  2.4,  1.6,  221,  109, 11/04/2017 19:06:52, 43.561672N, 79.816100W, 11, R05032,, 
1473,  2.4,  1.6,  318,  189, 11/04/2017 19:08:06, 43.561478N, 79.816103W, 11, R05033,, 
1474,  2.4,  1.6,  322,  187, 11/04/2017 19:08:13, 43.561478N, 79.816103W, 11, R05034,, 
1475,  1.6,  1.6, 55.3, 43.3, 11/04/2017 19:11:13, 43.562485N, 79.817138W, 11, R05035,, 
1476,  2.4,  2.2,  481,  226, 11/04/2017 19:12:57, 43.564725N, 79.820448W, 11, R05036,, 
1477, , , , , 11/04/2017 19:21:33, 43.567858N, 79.824840W, 11, R05037,, 
1478,  2.4,  2.1,  351,  232, 11/04/2017 19:24:26, 43.568573N, 79.825752W, 11, ,, 
1479, , , , , 11/04/2017 19:25:20, 43.568600N, 79.825825W, 11, R05039,, 
1480,  2.4,  2.2,  146, 56.5, 11/04/2017 19:26:10, 43.568605N, 79.825830W, 11, ,, 
1481,  2.4,  2.2,  532,  240, 11/04/2017 19:27:05, 43.568825N, 79.826097W, 11, R05041,, 
1482,  3.2,  2.2,  465,  255, 11/04/2017 19:28:14, 43.569017N, 79.826417W, 11, R05042,, 
1483, 61.5, 31.4, 17.5,  7.0, 11/04/2017 19:31:17, 43.569475N, 79.826963W, 11, R05043,, 
1484, 73.3, 37.2, 17.5,  6.5, 11/04/2017 19:31:24, 43.569475N, 79.826963W, 11, R05044,, 
